paragraph_id,doc_id,paragraph_number,paragraph_hash,source,institution,doc_type,date,year,title,url,celex,language,paragraph_text,paragraph_model,paragraph_nchar,paragraph_n_words,innovation_emphasis,rights_emphasis,rights_substance,coder_notes
1dab65553ea1a26d_p00112,1dab65553ea1a26d,112,8d75a6c698b34cae,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·First, the AI application is employed in a sector where, given the characteristics of the activities typically undertaken, significant risks can be expected to occur. This first criterion ensures that the regulatory intervention is targeted on the areas where, generally speaking, risks are deemed most likely to occur. The sectors covered should be specifically and exhaustively listed in the new regulatory framework. For instance, healthcare; transport; energy and parts of the public sector. 50 The list should be periodically reviewed and amended where necessary in function of relevant developments in practice;",first the ai application is employed in a sector where given the characteristics of the activities typically undertaken significant risks can be expected to occur this first criterion ensures that the regulatory intervention is targeted on the areas where generally speaking risks are deemed most likely to occur the sectors covered should be specifically and exhaustively listed in the new regulatory framework for instance healthcare transport energy and parts of the public sector the list should be periodically reviewed and amended where necessary in function of relevant developments in practice,618,91,NA,NA,NA,NA
1dab65553ea1a26d_p00113,1dab65553ea1a26d,113,c393acd74a143cce,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·Second, the AI application in the sector in question is, in addition, used in such a manner that significant risks are likely to arise. This second criterion reflects the acknowledgment that not every use of AI in the selected sectors necessarily involves significant risks. For example, whilst healthcare generally may well be a relevant sector, a flaw in the appointment scheduling system in a hospital will normally not pose risks of such significance as to justify legislative intervention. The assessment of the level of risk of a given use could be based on the impact on the affected parties. For instance, uses of AI applications that produce legal or similarly significant effects for the rights of an individual or a company; that pose risk of injury, death or significant material or immaterial damage; that produce effects that cannot reasonably be avoided by individuals or legal entities.",second the ai application in the sector in question is in addition used in such a manner that significant risks are likely to arise this second criterion reflects the acknowledgment that not every use of ai in the selected sectors necessarily involves significant risks for example whilst healthcare generally may well be a relevant sector a flaw in the appointment scheduling system in a hospital will normally not pose risks of such significance as to justify legislative intervention the assessment of the level of risk of a given use could be based on the impact on the affected parties for instance uses of ai applications that produce legal or similarly significant effects for the rights of an individual or a company that pose risk of injury death or significant material or immaterial damage that produce effects that cannot reasonably be avoided by individuals or legal entities,903,146,NA,NA,NA,NA
1dab65553ea1a26d_p00114,1dab65553ea1a26d,114,7bb9fd7fe22fe141,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,The application of the two cumulative criteria would ensure that the scope of the regulatory framework is targeted and provides legal certainty. The mandatory requirements contained in the new regulatory framework on AI (see section D below) would in principle apply only to those applications identified as high-risk in accordance with these two cumulative criteria.,the application of the two cumulative criteria would ensure that the scope of the regulatory framework is targeted and provides legal certainty the mandatory requirements contained in the new regulatory framework on ai see section d below would in principle apply only to those applications identified as high risk in accordance with these two cumulative criteria,367,55,NA,NA,NA,NA
1dab65553ea1a26d_p00115,1dab65553ea1a26d,115,fe57c287cf8d62d7,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"Notwithstanding the foregoing, there may also be exceptional instances where, due to the risks at stake, the use of AI applications for certain purposes is to be considered as high-risk as such – that is, irrespective of the sector concerned and where the below requirements would still apply. 51 As an illustration, one could think in particular of the following:",notwithstanding the foregoing there may also be exceptional instances where due to the risks at stake the use of ai applications for certain purposes is to be considered as high risk as such that is irrespective of the sector concerned and where the below requirements would still apply as an illustration one could think in particular of the following,364,60,NA,NA,NA,NA
1dab65553ea1a26d_p00116,1dab65553ea1a26d,116,c86e37e618bea4c8,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·In light of its significance for individuals and of the EU acquis addressing employment equality, the use of AI applications for recruitment processes as well as in situations impacting workers’ rights would always be considered “high-risk” and therefore the below requirements would at all times apply. Further specific applications affecting consumer rights could be considered.",in light of its significance for individuals and of the eu acquis addressing employment equality the use of ai applications for recruitment processes as well as in situations impacting workers rights would always be considered high risk and therefore the below requirements would at all times apply further specific applications affecting consumer rights could be considered,381,55,NA,NA,NA,NA
1dab65553ea1a26d_p00117,1dab65553ea1a26d,117,f9f44fc7b3c19bdf,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·the use of AI applications for the purposes of remote biometric identification 52 and other intrusive surveillance technologies, would always be considered “high-risk” and therefore the below requirements would at all times apply.",the use of ai applications for the purposes of remote biometric identification and other intrusive surveillance technologies would always be considered high risk and therefore the below requirements would at all times apply,231,33,NA,NA,NA,NA
1dab65553ea1a26d_p00118,1dab65553ea1a26d,118,4554c17c40c8d19b,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"When designing the future regulatory framework for AI, it will be necessary to decide on the types of mandatory legal requirements to be imposed on the relevant actors. These requirements may be further specified through standards. As noted in section C above and in addition to already existing legislation, those requirements would apply to high-risk AI applications only, thus ensuring that any regulatory intervention is focused and proportionate.",when designing the future regulatory framework for ai it will be necessary to decide on the types of mandatory legal requirements to be imposed on the relevant actors these requirements may be further specified through standards as noted in section c above and in addition to already existing legislation those requirements would apply to high risk ai applications only thus ensuring that any regulatory intervention is focused and proportionate,451,68,NA,NA,NA,NA
1dab65553ea1a26d_p00119,1dab65553ea1a26d,119,6045673df15206f9,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"Taking into account the guidelines of the High Level Expert Group and what has been set out in the foregoing, the requirements for high-risk AI applications could consist of the following key features, which are discussed in further detail in the subsections below:",taking into account the guidelines of the high level expert group and what has been set out in the foregoing the requirements for high risk ai applications could consist of the following key features which are discussed in further detail in the subsections below,265,43,NA,NA,NA,NA
1dab65553ea1a26d_p00120,1dab65553ea1a26d,120,0d8919d20e3bb3e6,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"To ensure legal certainty, these requirements will be further specified to provide a clear benchmark for all the actors who need to comply with them.",to ensure legal certainty these requirements will be further specified to provide a clear benchmark for all the actors who need to comply with them,149,25,NA,NA,NA,NA
1dab65553ea1a26d_p00121,1dab65553ea1a26d,121,9fffb7fb7d7f9cb4,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"It is more important than ever to promote, strengthen and defend the EU’s values and rules, and in particular the rights that citizens derive from EU law. These efforts undoubtedly also extend to the high-risk AI applications marketed and used in the EU under consideration here.",it is more important than ever to promote strengthen and defend the eu s values and rules and in particular the rights that citizens derive from eu law these efforts undoubtedly also extend to the high risk ai applications marketed and used in the eu under consideration here,279,46,NA,NA,NA,NA
1dab65553ea1a26d_p00122,1dab65553ea1a26d,122,dbf6a5c676b42bc6,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"As discussed earlier, without data, there is no AI. The functioning of many AI systems, and the actions and decisions to which they may lead, very much depend on the data set on which the systems have been trained. The necessary measures should therefore be taken to ensure that, where it comes to the data used to train AI systems, the EU’s values and rules are respected, specifically in relation to safety and existing legislative rules for the protection of fundamental rights. The following requirements relating to the data set used to train AI systems could be envisaged:",as discussed earlier without data there is no ai the functioning of many ai systems and the actions and decisions to which they may lead very much depend on the data set on which the systems have been trained the necessary measures should therefore be taken to ensure that where it comes to the data used to train ai systems the eu s values and rules are respected specifically in relation to safety and existing legislative rules for the protection of fundamental rights the following requirements relating to the data set used to train ai systems could be envisaged,578,98,NA,NA,NA,NA
1dab65553ea1a26d_p00123,1dab65553ea1a26d,123,bbc4f3a7b6a92a89,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·Requirements aimed at providing reasonable assurances that the subsequent use of the products or services that the AI system enables is safe, in that it meets the standards set in the applicable EU safety rules (existing as well as possible complementary ones). For instance, requirements ensuring that AI systems are trained on data sets that are sufficiently broad and cover all relevant scenarios needed to avoid dangerous situations.",requirements aimed at providing reasonable assurances that the subsequent use of the products or services that the ai system enables is safe in that it meets the standards set in the applicable eu safety rules existing as well as possible complementary ones for instance requirements ensuring that ai systems are trained on data sets that are sufficiently broad and cover all relevant scenarios needed to avoid dangerous situations,438,68,NA,NA,NA,NA
1dab65553ea1a26d_p00124,1dab65553ea1a26d,124,81af04a5eccff94e,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·Requirements to take reasonable measures aimed at ensuring that such subsequent use of AI systems does not lead to outcomes entailing prohibited discrimination. These requirements could entail in particular obligations to use data sets that are sufficiently representative, especially to ensure that all relevant dimensions of gender, ethnicity and other possible grounds of prohibited discrimination are appropriately reflected in those data sets;",requirements to take reasonable measures aimed at ensuring that such subsequent use of ai systems does not lead to outcomes entailing prohibited discrimination these requirements could entail in particular obligations to use data sets that are sufficiently representative especially to ensure that all relevant dimensions of gender ethnicity and other possible grounds of prohibited discrimination are appropriately reflected in those data sets,449,62,NA,NA,NA,NA
1dab65553ea1a26d_p00125,1dab65553ea1a26d,125,4c17fb66b1136148,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·Requirements aimed at ensuring that privacy and personal data are adequately protected during the use of AI-enabled products and services. For issues falling within their respective scope, the General Data Protection Regulation and the Law Enforcement Directive regulate these matters.",requirements aimed at ensuring that privacy and personal data are adequately protected during the use of ai enabled products and services for issues falling within their respective scope the general data protection regulation and the law enforcement directive regulate these matters,286,40,NA,NA,NA,NA
1dab65553ea1a26d_p00126,1dab65553ea1a26d,126,dd6c1f11689d7627,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"Taking into account elements such as the complexity and opacity of many AI systems and the related difficulties that may exist to effectively verify compliance with and enforce the applicable rules, requirements are called for regarding the keeping of records in relation to the programming of the algorithm, the data used to train high-risk AI systems, and, in certain cases, the keeping of the data themselves. These requirements essentially allow potentially problematic actions or decisions by AI systems to be traced back and verified. This should not only facilitate supervision and enforcement; it may also increase the incentives for the economic operators concerned to take account at an early stage of the need to respect those rules.",taking into account elements such as the complexity and opacity of many ai systems and the related difficulties that may exist to effectively verify compliance with and enforce the applicable rules requirements are called for regarding the keeping of records in relation to the programming of the algorithm the data used to train high risk ai systems and in certain cases the keeping of the data themselves these requirements essentially allow potentially problematic actions or decisions by ai systems to be traced back and verified this should not only facilitate supervision and enforcement it may also increase the incentives for the economic operators concerned to take account at an early stage of the need to respect those rules,744,117,NA,NA,NA,NA
1dab65553ea1a26d_p00127,1dab65553ea1a26d,127,510b8279ffb563b0,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·accurate records regarding the data set used to train and test the AI systems, including a description of the main characteristics and how the data set was selected;",accurate records regarding the data set used to train and test the ai systems including a description of the main characteristics and how the data set was selected,166,28,NA,NA,NA,NA
1dab65553ea1a26d_p00128,1dab65553ea1a26d,128,f288220fba40202a,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·documentation on the programming 53 and training methodologies, processes and techniques used to build, test and validate the AI systems, including where relevant in respect of safety and avoiding bias that could lead to prohibited discrimination.",documentation on the programming and training methodologies processes and techniques used to build test and validate the ai systems including where relevant in respect of safety and avoiding bias that could lead to prohibited discrimination,248,36,NA,NA,NA,NA
1dab65553ea1a26d_p00129,1dab65553ea1a26d,129,c1f931a8f8cbfc3a,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"The records, documentation and, where relevant, data sets would need to be retained during a limited, reasonable time period to ensure effective enforcement of the relevant legislation. Measures should be taken to ensure that they are made available upon request, in particular for testing or inspection by competent authorities. Where necessary, arrangements should be made to ensure that confidential information, such as trade secrets, is protected.",the records documentation and where relevant data sets would need to be retained during a limited reasonable time period to ensure effective enforcement of the relevant legislation measures should be taken to ensure that they are made available upon request in particular for testing or inspection by competent authorities where necessary arrangements should be made to ensure that confidential information such as trade secrets is protected,452,66,NA,NA,NA,NA
1dab65553ea1a26d_p00130,1dab65553ea1a26d,130,94ef69407152e2a3,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"Transparency is required also beyond the record-keeping requirements discussed in point c) above. In order to achieve the objectives pursued – in particular promoting the responsible use of AI, building trust and facilitating redress where needed – it is important that adequate information is provided in a proactive manner about the use of high-risk AI systems.",transparency is required also beyond the record keeping requirements discussed in point c above in order to achieve the objectives pursued in particular promoting the responsible use of ai building trust and facilitating redress where needed it is important that adequate information is provided in a proactive manner about the use of high risk ai systems,363,56,NA,NA,NA,NA
1dab65553ea1a26d_p00131,1dab65553ea1a26d,131,a1b848b1e449463f,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·Ensuring clear information to be provided as to the AI system’s capabilities and limitations, in particular the purpose for which the systems are intended, the conditions under which they can be expected to function as intended and the expected level of accuracy in achieving the specified purpose. This information is important especially for deployers of the systems, but it may also be relevant to competent authorities and affected parties.",ensuring clear information to be provided as to the ai system s capabilities and limitations in particular the purpose for which the systems are intended the conditions under which they can be expected to function as intended and the expected level of accuracy in achieving the specified purpose this information is important especially for deployers of the systems but it may also be relevant to competent authorities and affected parties,445,69,NA,NA,NA,NA
1dab65553ea1a26d_p00132,1dab65553ea1a26d,132,89953f52ac5f1339,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·Separately, citizens should be clearly informed when they are interacting with an AI system and not a human being. Whilst EU data protection legislation already contain certain rules of this kind 54 , additional requirements may be called for to achieve the abovementioned objectives. If so, unnecessary burdens should be avoided. Therefore, no such information needs to be provided, for instance, in situations where it is immediately obvious to citizens that they are interacting with AI systems. It is furthermore important that the information provided is objective, concise and easily understandable. The manner in which the information is to be provided should be tailored to the particular context.",separately citizens should be clearly informed when they are interacting with an ai system and not a human being whilst eu data protection legislation already contain certain rules of this kind additional requirements may be called for to achieve the abovementioned objectives if so unnecessary burdens should be avoided therefore no such information needs to be provided for instance in situations where it is immediately obvious to citizens that they are interacting with ai systems it is furthermore important that the information provided is objective concise and easily understandable the manner in which the information is to be provided should be tailored to the particular context,706,108,NA,NA,NA,NA
1dab65553ea1a26d_p00133,1dab65553ea1a26d,133,4c311d3fce61dbb4,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,AI systems – and certainly high-risk AI applications – must be technically robust and accurate in order to be trustworthy. That means that such systems need to be developed in a responsible manner and with an ex-ante due and proper consideration of the risks that they may generate. Their development and functioning must be such to ensure that AI systems behave reliably as intended. All reasonable measures should be taken to minimise the risk of harm being caused.,ai systems and certainly high risk ai applications must be technically robust and accurate in order to be trustworthy that means that such systems need to be developed in a responsible manner and with an ex ante due and proper consideration of the risks that they may generate their development and functioning must be such to ensure that ai systems behave reliably as intended all reasonable measures should be taken to minimise the risk of harm being caused,467,78,NA,NA,NA,NA
1dab65553ea1a26d_p00134,1dab65553ea1a26d,134,27efc5969a097a1c,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·Requirements ensuring that the AI systems are robust and accurate, or at least correctly reflect their level of accuracy, during all life cycle phases;",requirements ensuring that the ai systems are robust and accurate or at least correctly reflect their level of accuracy during all life cycle phases,152,24,NA,NA,NA,NA
1dab65553ea1a26d_p00135,1dab65553ea1a26d,135,4126e0878f09c275,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·Requirements ensuring that AI systems are resilient against both overt attacks and more subtle attempts to manipulate data or algorithms themselves, and that mitigating measures are taken in such cases.",requirements ensuring that ai systems are resilient against both overt attacks and more subtle attempts to manipulate data or algorithms themselves and that mitigating measures are taken in such cases,203,30,NA,NA,NA,NA
1dab65553ea1a26d_p00136,1dab65553ea1a26d,136,aaa5b18cc52e0862,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"Human oversight helps ensuring that an AI system does not undermine human autonomy or cause other adverse effects. The objective of trustworthy, ethical and human-centric AI can only be achieved by ensuring an appropriate involvement by human beings in relation to high-risk AI applications.",human oversight helps ensuring that an ai system does not undermine human autonomy or cause other adverse effects the objective of trustworthy ethical and human centric ai can only be achieved by ensuring an appropriate involvement by human beings in relation to high risk ai applications,291,44,NA,NA,NA,NA
1dab65553ea1a26d_p00137,1dab65553ea1a26d,137,6d0477b0905ea3b6,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"Even though the AI applications considered in this White paper for a specific legal regime are all considered high-risk, the appropriate type and degree of human oversight may vary from one case to another. It shall depend in particular on the intended use of the systems and the effects that the use could have for affected citizens and legal entities. It shall also be without prejudice to the legal rights established by the GDPR when the AI system processes personal data. For instance, human oversight could have the following, non-exhaustive, manifestations:",even though the ai applications considered in this white paper for a specific legal regime are all considered high risk the appropriate type and degree of human oversight may vary from one case to another it shall depend in particular on the intended use of the systems and the effects that the use could have for affected citizens and legal entities it shall also be without prejudice to the legal rights established by the gdpr when the ai system processes personal data for instance human oversight could have the following non exhaustive manifestations,564,91,NA,NA,NA,NA
1dab65553ea1a26d_p00138,1dab65553ea1a26d,138,0dae25a5efe16a48,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,·the output of the AI system does not become effective unless it has been previously reviewed and validated by a human (e.g. the rejection of an application for social security benefits may be taken by a human only);,the output of the ai system does not become effective unless it has been previously reviewed and validated by a human e g the rejection of an application for social security benefits may be taken by a human only,216,38,NA,NA,NA,NA
1dab65553ea1a26d_p00139,1dab65553ea1a26d,139,9385cad54f6ca491,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·the output of the AI system becomes immediately effective, but human intervention is ensured afterwards (e.g. the rejection of an application for a credit card may be processed by an AI system, but human review must be possible afterwards);",the output of the ai system becomes immediately effective but human intervention is ensured afterwards e g the rejection of an application for a credit card may be processed by an ai system but human review must be possible afterwards,241,39,NA,NA,NA,NA
1dab65553ea1a26d_p00140,1dab65553ea1a26d,140,66cc8bc150ce65da,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,·monitoring of the AI system while in operation and the ability to intervene in real time and deactivate (e.g. a stop button or procedure is available in a driverless car when a human determines that car operation is not safe);,monitoring of the ai system while in operation and the ability to intervene in real time and deactivate e g a stop button or procedure is available in a driverless car when a human determines that car operation is not safe,227,40,NA,NA,NA,NA
1dab65553ea1a26d_p00141,1dab65553ea1a26d,141,2868db7ec664f445,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"·in the design phase, by imposing operational constraints on the AI system (e.g. a driverless car shall stop operating in certain conditions of low visibility when sensors may become less reliable or shall maintain a certain distance in any given condition from the preceding vehicle).",in the design phase by imposing operational constraints on the ai system e g a driverless car shall stop operating in certain conditions of low visibility when sensors may become less reliable or shall maintain a certain distance in any given condition from the preceding vehicle,285,45,NA,NA,NA,NA
1dab65553ea1a26d_p00142,1dab65553ea1a26d,142,dfc5fb3e01d4a70e,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"The gathering and use of biometric data 55 for remote identification 56 purposes, for instance through deployment of facial recognition in public places, carries specific risks for fundamental rights 57 . The fundamental rights implications of using remote biometric identification AI systems can vary considerably depending on the purpose, context and scope of the use.",the gathering and use of biometric data for remote identification purposes for instance through deployment of facial recognition in public places carries specific risks for fundamental rights the fundamental rights implications of using remote biometric identification ai systems can vary considerably depending on the purpose context and scope of the use,370,55,NA,NA,NA,NA
1dab65553ea1a26d_p00143,1dab65553ea1a26d,143,2cc6777da408ddcf,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"EU data protection rules prohibit in principle the processing of biometric data for the purpose of uniquely identifying a natural person, except under specific conditions 58 . Specifically, under the GDPR, such processing can only take place on a limited number of grounds, the main one being for reasons of substantial public interest. In that case, the processing must take place on the basis of EU or national law, subject to the requirements of proportionality, respect for the essence of the right to data protection and appropriate safeguards. Under the Law Enforcement Directive, there must be a strict necessity for such processing, in principle an authorisation by EU or national law as well as appropriate safeguards. As any processing of biometric data for the purpose of uniquely identifying a natural person would relate to an exception to a prohibition laid down in EU law, it would be subject to the Charter of Fundamental Rights of the EU.",eu data protection rules prohibit in principle the processing of biometric data for the purpose of uniquely identifying a natural person except under specific conditions specifically under the gdpr such processing can only take place on a limited number of grounds the main one being for reasons of substantial public interest in that case the processing must take place on the basis of eu or national law subject to the requirements of proportionality respect for the essence of the right to data protection and appropriate safeguards under the law enforcement directive there must be a strict necessity for such processing in principle an authorisation by eu or national law as well as appropriate safeguards as any processing of biometric data for the purpose of uniquely identifying a natural person would relate to an exception to a prohibition laid down in eu law it would be subject to the charter of fundamental rights of the eu,955,157,NA,NA,NA,NA
1dab65553ea1a26d_p00144,1dab65553ea1a26d,144,ead2d6c92d928785,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"It follows that, in accordance with the current EU data protection rules and the Charter of Fundamental Rights, AI can only be used for remote biometric identification purposes where such use is duly justified, proportionate and subject to adequate safeguards.",it follows that in accordance with the current eu data protection rules and the charter of fundamental rights ai can only be used for remote biometric identification purposes where such use is duly justified proportionate and subject to adequate safeguards,260,40,NA,NA,NA,NA
1dab65553ea1a26d_p00145,1dab65553ea1a26d,145,14288b216500337d,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"In order to address possible societal concerns relating to the use of AI for such purposes in public places, and to avoid fragmentation in the internal market, the Commission will launch a broad European debate on the specific circumstances, if any, which might justify such use, and on common safeguards.",in order to address possible societal concerns relating to the use of ai for such purposes in public places and to avoid fragmentation in the internal market the commission will launch a broad european debate on the specific circumstances if any which might justify such use and on common safeguards,305,50,NA,NA,NA,NA
1dab65553ea1a26d_p00146,1dab65553ea1a26d,146,1ce78513fed21f4a,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"In relation to the addressees of the legal requirements that would apply in relation to the high-risk AI applications referred to above, there are two main issues to be considered.",in relation to the addressees of the legal requirements that would apply in relation to the high risk ai applications referred to above there are two main issues to be considered,180,30,NA,NA,NA,NA
1dab65553ea1a26d_p00147,1dab65553ea1a26d,147,659c115938be4eaf,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"First, there is the question how obligations are to be distributed among the economic operators involved. Many actors are involved in the lifecycle of an AI system. These include the developer, the deployer (the person who uses an AI-equipped product or service) and potentially others (producer, distributor or importer, service provider, professional or private user).",first there is the question how obligations are to be distributed among the economic operators involved many actors are involved in the lifecycle of an ai system these include the developer the deployer the person who uses an ai equipped product or service and potentially others producer distributor or importer service provider professional or private user,370,55,NA,NA,NA,NA
1dab65553ea1a26d_p00148,1dab65553ea1a26d,148,fe9a48078ee1d823,eurlex_url,European Commission,White Paper,2020-02-19,2020,White Paper on Artificial Intelligence,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020DC0065,NA,EN,"It is the Commission’s view that, in a future regulatory framework, each obligation should be addressed to the actor(s) who is (are) best placed to address any potential risks. For example, while the developers of AI may be best placed to address risks arising from the development phase, their ability to control risks during the use phase may be more limited. In that case, the deployer should be subject to the relevant obligation. This is without prejudice to the question whether, for the purpose of liability to end-users or other parties suffering harm and ensuring effective access to justice, which party should be liable for any damage caused. Under EU product liability law, liability for defective products is attributed to the producer, without prejudice to national laws which may also allow recovery from other parties.",it is the commission s view that in a future regulatory framework each obligation should be addressed to the actor s who is are best placed to address any potential risks for example while the developers of ai may be best placed to address risks arising from the development phase their ability to control risks during the use phase may be more limited in that case the deployer should be subject to the relevant obligation this is without prejudice to the question whether for the purpose of liability to end users or other parties suffering harm and ensuring effective access to justice which party should be liable for any damage caused under eu product liability law liability for defective products is attributed to the producer without prejudice to national laws which may also allow recovery from other parties,834,135,NA,NA,NA,NA
